experiment,group,test_ids,model,seed,snr_db,decision_threshold,accuracy_pct_mean,accuracy_pct_std,macro_f1_mean,macro_f1_std,weighted_f1_mean,weighted_f1_std,n_test_samples_mean,n_repeats
501_fold_d16_cfg21_s3407,fold_test,"11,13,16",pirnet_dual_branch,3407,clean,0.9299999999999999,79.36226749335695,0.0,0.7856300580955198,0.0,0.8018719354315565,0.0,1129.0,1
501_fold_d16_cfg21_s3407,fold_test,"11,13,16",pirnet_dual_branch,3407,10.0,0.9299999999999999,45.202243873634494,0.11047113630864998,0.44195054860691013,0.001293279887462599,0.41253432308371857,0.0016031344364496028,1129.0,3
501_fold_d16_cfg21_s3407,fold_test,"11,13,16",pirnet_dual_branch,3407,5.0,0.9299999999999999,41.57071154413936,0.11047113630864934,0.39904289212729016,0.0012384236154758422,0.3597765931344294,0.0014468387499592492,1129.0,3
501_fold_d16_cfg21_s3407,fold_test,"11,13,16",pirnet_dual_branch,3407,0.0,0.9299999999999999,40.596397992323595,0.041754164817627,0.38678433033350673,0.0005243760760076984,0.3442308063803506,0.0006611706978917004,1129.0,3
501_fold_d16_cfg21_s3407,config_2_1_mix,"11,13,16,17",pirnet_dual_branch,3407,clean,0.9299999999999999,83.98091342876619,0.0,0.8387659511777623,0.0,0.8378376950206482,0.0,1467.0,1
501_fold_d16_cfg21_s3407,config_2_1_mix,"11,13,16,17",pirnet_dual_branch,3407,10.0,0.9299999999999999,57.44149057032492,0.11586047520092572,0.5221030555580373,0.0020926822662201135,0.5107864460515883,0.0022187835121788573,1467.0,3
501_fold_d16_cfg21_s3407,config_2_1_mix,"11,13,16,17",pirnet_dual_branch,3407,5.0,0.9299999999999999,54.46489434219495,0.09640174249305603,0.4800725577169181,0.0015053246250931879,0.46695763322557987,0.00157924345121658,1467.0,3
501_fold_d16_cfg21_s3407,config_2_1_mix,"11,13,16,17",pirnet_dual_branch,3407,0.0,0.9299999999999999,53.715064758009554,7.105427357601002e-15,0.4676684183158409,0.0,0.45390307100877153,5.551115123125783e-17,1467.0,3
501_fold_d16_cfg21_s3407,config_2_2_mix,"12,14,15",pirnet_dual_branch,3407,clean,0.9299999999999999,97.68064228367528,0.0,0.9734802990267799,0.0,0.9766221036331776,0.0,1121.0,1
501_fold_d16_cfg21_s3407,config_2_2_mix,"12,14,15",pirnet_dual_branch,3407,10.0,0.9299999999999999,64.82307463574189,0.22251902389378336,0.6470303213386835,0.002189374571351908,0.6539112034003762,0.0022820772192579906,1121.0,3
501_fold_d16_cfg21_s3407,config_2_2_mix,"12,14,15",pirnet_dual_branch,3407,5.0,0.9299999999999999,38.74516800475765,0.11125951194689168,0.3626797784571825,0.0014242543299110679,0.3206482412230904,0.0017520118695077058,1121.0,3
501_fold_d16_cfg21_s3407,config_2_2_mix,"12,14,15",pirnet_dual_branch,3407,0.0,0.9299999999999999,37.91257805530776,0.0,0.35058630815637554,5.551115123125783e-17,0.30504459688504226,0.0,1121.0,3
